transaction_id,at,truck_name,truck_description,has_card_reader,fsa_rating,payment_method,total
2433,2026-01-04 12:29:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,199.0
47,2026-01-04 12:29:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,1070.0
2435,2026-01-04 12:31:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
2434,2026-01-04 12:31:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
3675,2026-01-04 12:31:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,99.0
48,2026-01-04 12:31:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
49,2026-01-04 12:33:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
2436,2026-01-04 12:33:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
4011,2026-01-04 12:33:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4919,2026-01-04 12:33:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,599.0
2438,2026-01-04 12:35:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
2437,2026-01-04 12:35:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
2439,2026-01-04 12:35:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,799.0
50,2026-01-04 12:36:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
2440,2026-01-04 12:37:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
51,2026-01-04 12:38:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,800.0
4012,2026-01-04 12:38:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4920,2026-01-04 12:38:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,599.0
2442,2026-01-04 12:38:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,299.0
2441,2026-01-04 12:38:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,799.0
2443,2026-01-04 12:39:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,199.0
52,2026-01-04 12:39:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
2444,2026-01-04 12:39:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
4013,2026-01-04 12:41:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
53,2026-01-04 12:41:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,840.0
2445,2026-01-04 12:42:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
55,2026-01-04 12:43:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,1000.0
56,2026-01-04 12:43:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
54,2026-01-04 12:43:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
2447,2026-01-04 12:43:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
2446,2026-01-04 12:43:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,299.0
2448,2026-01-04 12:44:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,799.0
2449,2026-01-04 12:45:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,299.0
4014,2026-01-04 12:45:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,1019.0
2450,2026-01-04 12:46:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
57,2026-01-04 12:46:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
3676,2026-01-04 12:47:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,499.0
2451,2026-01-04 12:48:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
59,2026-01-04 12:48:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
58,2026-01-04 12:48:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
60,2026-01-04 12:48:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,800.0
61,2026-01-04 12:49:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,840.0
62,2026-01-04 12:49:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
2454,2026-01-04 12:49:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,1299.0
2453,2026-01-04 12:49:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
2452,2026-01-04 12:49:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,199.0
4015,2026-01-04 12:50:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
2456,2026-01-04 12:50:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,299.0
2455,2026-01-04 12:50:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,199.0
63,2026-01-04 12:51:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
2457,2026-01-04 12:52:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,299.0
4921,2026-01-04 12:52:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,499.0
64,2026-01-04 12:53:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
65,2026-01-04 12:53:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
2458,2026-01-04 12:54:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
2459,2026-01-04 12:54:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,799.0
2460,2026-01-04 12:55:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,1299.0
4016,2026-01-04 12:55:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
66,2026-01-04 12:55:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
2461,2026-01-04 12:56:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,299.0
2462,2026-01-04 12:56:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,299.0
4922,2026-01-04 12:56:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,599.0
3677,2026-01-04 12:57:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,99.0
67,2026-01-04 12:57:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
68,2026-01-04 12:57:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
69,2026-01-04 12:58:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
2463,2026-01-04 12:58:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
4923,2026-01-04 12:59:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,499.0
4924,2026-01-04 13:00:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,599.0
4017,2026-01-04 13:00:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
70,2026-01-04 13:00:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
71,2026-01-04 13:00:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
2464,2026-01-04 13:00:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,799.0
72,2026-01-04 13:01:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
77,2026-01-04 13:02:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
76,2026-01-04 13:02:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,1019.0
4925,2026-01-04 13:02:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,499.0
74,2026-01-04 13:02:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
4018,2026-01-04 13:02:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
75,2026-01-04 13:02:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
73,2026-01-04 13:02:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,840.0
78,2026-01-04 13:02:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
79,2026-01-04 13:02:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
80,2026-01-04 13:03:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
81,2026-01-04 13:03:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
82,2026-01-04 13:04:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,1050.0
2465,2026-01-04 13:05:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,1299.0
83,2026-01-04 13:05:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,930.0
4019,2026-01-04 13:05:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
85,2026-01-04 13:06:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,869.0
84,2026-01-04 13:06:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
86,2026-01-04 13:06:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
87,2026-01-04 13:07:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
88,2026-01-04 13:08:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,960.0
2466,2026-01-04 13:09:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,799.0
89,2026-01-04 13:09:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
92,2026-01-04 13:10:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
90,2026-01-04 13:10:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,980.0
91,2026-01-04 13:10:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
3678,2026-01-04 13:11:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,99.0
4020,2026-01-04 13:11:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
94,2026-01-04 13:11:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
93,2026-01-04 13:11:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,1050.0
95,2026-01-04 13:12:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
97,2026-01-04 13:13:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
2467,2026-01-04 13:13:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
96,2026-01-04 13:13:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
98,2026-01-04 13:13:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
102,2026-01-04 13:14:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
101,2026-01-04 13:14:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
100,2026-01-04 13:14:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4021,2026-01-04 13:14:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
99,2026-01-04 13:14:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
105,2026-01-04 13:16:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,960.0
104,2026-01-04 13:16:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
103,2026-01-04 13:16:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,910.0
106,2026-01-04 13:16:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
4022,2026-01-04 13:16:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
2468,2026-01-04 13:16:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
107,2026-01-04 13:17:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
108,2026-01-04 13:17:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
109,2026-01-04 13:17:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
2469,2026-01-04 13:18:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,299.0
110,2026-01-04 13:18:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
111,2026-01-04 13:19:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,1019.0
4023,2026-01-04 13:20:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
112,2026-01-04 13:20:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
113,2026-01-04 13:21:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
3679,2026-01-04 13:21:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Card,99.0
4024,2026-01-04 13:22:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
2470,2026-01-04 13:22:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
114,2026-01-04 13:23:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,980.0
4025,2026-01-04 13:24:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,1010.0
115,2026-01-04 13:24:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
116,2026-01-04 13:24:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
117,2026-01-04 13:24:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
118,2026-01-04 13:24:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
119,2026-01-04 13:24:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
123,2026-01-04 13:25:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,800.0
122,2026-01-04 13:25:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,1050.0
120,2026-01-04 13:25:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
121,2026-01-04 13:25:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
124,2026-01-04 13:26:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
125,2026-01-04 13:26:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
126,2026-01-04 13:26:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
2471,2026-01-04 13:26:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
4026,2026-01-04 13:26:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,890.0
127,2026-01-04 13:27:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
3680,2026-01-04 13:28:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Card,499.0
128,2026-01-04 13:28:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
129,2026-01-04 13:29:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
4027,2026-01-04 13:30:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
2472,2026-01-04 13:30:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
130,2026-01-04 13:30:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
131,2026-01-04 13:30:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
132,2026-01-04 13:30:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,869.0
133,2026-01-04 13:30:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
134,2026-01-04 13:31:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
135,2026-01-04 13:32:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
136,2026-01-04 13:32:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
4028,2026-01-04 13:32:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
137,2026-01-04 13:33:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
3681,2026-01-04 13:33:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,499.0
138,2026-01-04 13:34:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
139,2026-01-04 13:34:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,910.0
